Nº de nós: 96
Total Geral Contatos: 102588
Total Tipo Contato (A -> B): 5166
Total Tempo Contato: 201592593
Total Tempo Inter Contato: 28687955984
Total Contatos(tempo = 0): 44961
Total Conexões(tempo > 0): 57629
Grau Geral: 5166
Grau Medio: 107.625
Densidade: 0.566447368421053
Media Nº Contatos: 19.8583042973287
Media Tempo de Contatos: 39022.956445993
Media Tempo Inter Contatos: 5553224.15485869

"a" "b" "num_contatos" "tempo_contatos" "inter_contatos" "media_tcontatos" "media_intercon" "porc_contatos" "porc_tempo_cont" "porc_inter_cont" "porc_media_tcont" "porc_media_tinter"
"3" "78" 14 55095 5902553 3935.35714285714 454042.538461538 0.000136468202908722 0.000273298731764416 0.00020575021110922 0.000772146098811598 9.96063899734482e-05
"3" "79" 1 0 0 0 0 9.74772877919445e-06 0 0 0 0
"3" "81" 8 35698 481505 4462.25 68786.4285714286 7.79818302335556e-05 0.000177079918804358 1.67842212344633e-05 0.000875526363770011 1.50901451929638e-05
"3" "83" 57 81255 5892432 1425.52631578947 105222 0.000555620540414084 0.000403065404292905 0.000205397414973948 0.000279698777908369 2.30832635226181e-05
"3" "85" 3 998 2742898 332.666666666667 1371449 2.92431863375833e-05 4.950578714963e-06 9.56114824468423e-05 6.52716537652882e-05 0.000300864065260412
"3" "90" 1 0 0 0 0 9.74772877919445e-06 0 0 0 0
"3" "91" 36 55446 4879632 1540.16666666667 139418.057142857 0.000350918236051 0.000275039867164167 0.00017009340096316 0.0003021920603432 3.05850844199883e-05
"3" "92" 1 0 0 0 0 9.74772877919445e-06 0 0 0 0
"3" "95" 1 626 0 626 0 9.74772877919445e-06 3.10527282120926e-06 0 0.000122825817406023 0
"4" "2" 1 0 0 0 0 9.74772877919445e-06 0 0 0 0
"4" "5" 2 331 321960 165.5 321960 1.94954575583889e-05 1.64192540546368e-06 1.12228281505857e-05 3.24723207359374e-05 7.0630548019826e-05
"4" "6" 1 0 0 0 0 9.74772877919445e-06 0 0 0 0
"4" "9" 8 1943 591984 242.875 84569.1428571429 7.79818302335556e-05 9.63825094506324e-06 2.06352798481064e-05 4.76538664576484e-05 1.85525062292426e-05
"4" "13" 1 331 0 331 0 9.74772877919445e-06 1.64192540546368e-06 0 6.49446414718749e-05 0
"4" "14" 1 0 0 0 0 9.74772877919445e-06 0 0 0 0
"4" "15" 5 3586 1050114 717.2 262528.5 4.87386438959722e-05 1.7788351975809e-05 3.66046992189222e-05 0.000140719930101597 5.75926569319881e-05
"4" "17" 1 0 0 0 0 9.74772877919445e-06 0 0 0 0
"4" "20" 3 0 71140 0 35570 2.92431863375833e-05 0 2.47978629218745e-06 0 7.80323205697978e-06
"4" "23" 1 0 0 0 0 9.74772877919445e-06 0 0 0 0
"4" "28" 3 5329 599458 1776.33333333333 299729 2.92431863375833e-05 2.64345029779938e-05 2.08958072974712e-05 0.00034852970231986 6.57535828284086e-05
"4" "29" 1 0 0 0 0 9.74772877919445e-06 0 0 0 0
"4" "41" 1 0 0 0 0 9.74772877919445e-06 0 0 0 0
"4" "43" 3 3840 303096 1280 151548 2.92431863375833e-05 1.90483189032645e-05 1.05652699749346e-05 0.000251145441341389 3.32461122229736e-05
"4" "56" 5 4076 1130745 815.2 282686.25 4.87386438959722e-05 2.02189968358609e-05 3.94153212111259e-05 0.000159948252954297 6.20147992147147e-05
"4" "70" 3 1947 1015665 649 507832.5 2.92431863375833e-05 9.65809294392081e-06 3.54038817044498e-05 0.000127338587055126 0.000111406658520556
"4" "77" 3 1277 671825 425.666666666667 335912.5 2.92431863375833e-05 6.33455813527831e-06 2.34183641516563e-05 8.35189397377485e-05 7.36914025397869e-05
"4" "80" 2 331 516426 165.5 516426 1.94954575583889e-05 1.64192540546368e-06 1.80014916464604e-05 3.24723207359374e-05 0.000113291872877645
"4" "82" 2 1623 104436 811.5 104436 1.94954575583889e-05 8.05089103645787e-06 3.64041272435884e-06 0.00015922228566292 2.29108333737065e-05
"4" "84" 4 7534 614099 1883.5 204699.666666667 3.89909151167778e-05 3.73724048482277e-05 2.14061608412429e-05 0.000369556592786333 4.49063536965535e-05
"4" "88" 1 0 0 0 0 9.74772877919445e-06 0 0 0 0
"4" "90" 4 0 603712 0 201237.333333333 3.89909151167778e-05 0 2.10440925221966e-05 0 4.4146798159342e-05
"4" "92" 5 14404 339638 2880.8 84909.5 4.87386438959722e-05 7.14510378860993e-05 1.18390449354225e-05 0.000565234208918964 1.86271726832197e-05
"4" "94" 1 0 0 0 0 9.74772877919445e-06 0 0 0 0
"5" "1" 1 0 0 0 0 9.74772877919445e-06 0 0 0 0
"5" "6" 4 1565 9242323 391.25 3080774.33333333 3.89909151167778e-05 7.76318205302315e-06 0.000322167358495484 7.67661358787645e-05 0.000675850352493314
"5" "7" 18 7685 7419931 426.944444444444 436466.529411765 0.0001754591180255 3.81214403051009e-05 0.000258642721152329 8.37696491626987e-05 9.57506217066233e-05
"5" "8" 1 677 0 677 0 9.74772877919445e-06 3.35825830664324e-06 0 0.000132832393584469 0
"5" "9" 5 0 6671112 0 1667778 4.87386438959722e-05 0 0.000232540512949778 0 0.000365871767037549
"5" "10" 15 4452 2141268 296.8 152947.714285714 0.000146215931687917 2.20841447284722e-05 7.46399639344901e-05 5.82343492110347e-05 3.35531770355938e-05
"5" "12" 2 0 4234979 0 4234979 1.94954575583889e-05 0 0.000147622193869858 0 0.000929056055480354
"5" "13" 45 375369 8972764 8341.53333333333 203926.454545455 0.00043864779506375 0.00186201781729153 0.000312771115690652 0.00163667036754993 4.47367289113107e-05
"5" "14" 2 116 6122085 58 6122085 1.94954575583889e-05 5.75417966869447e-07 0.000213402621065594 1.13800278107817e-05 0.00134304329287476
"5" "15" 27 57901 9206172 2144.48148148148 354083.538461538 0.00026318867703825 0.000287217893962999 0.000320907212947988 0.000420763084464924 7.76777064428426e-05
"5" "16" 4 2449 6820207 612.25 2273402.33333333 3.89909151167778e-05 1.21482638005455e-05 0.000237737641671083 0.000120127965985364 0.000498731683044119
"5" "17" 37 206717 9133407 5586.94594594595 253705.75 0.000360665964830195 0.00102541961945993 0.000318370782675975 0.00109620000417584 5.56571504481332e-05
"5" "20" 22 118012 6789643 5364.18181818182 323316.333333333 0.000214450033142278 0.000585398492294804 0.000236672246840687 0.00105249203918963 7.09280960588088e-05
"5" "25" 1 1275 0 1275 0 9.74772877919445e-06 6.32463713584953e-06 0 0.00025016440446115 0
"5" "27" 3 0 330818 0 165409 2.92431863375833e-05 0 1.15315988418452e-05 0 3.62868937675842e-05
"5" "28" 78 161754 10326782 2073.76923076923 134114.051948052 0.000760322844777167 0.000802380670801729 0.00035996925001417 0.000406888819298228 2.94215088403849e-05
"5" "29" 2 0 203254 0 203254 1.94954575583889e-05 0 7.08499413877238e-06 0 4.45892079985766e-05
"5" "32" 6 1472 9333870 245.333333333333 1866774 5.84863726751667e-05 7.30185557958471e-06 0.000325358488600782 4.8136209590433e-05 0.000409526868707798
"5" "33" 24 11899 3876068 495.791666666667 168524.695652174 0.000233945490700667 5.90249861015479e-05 0.000135111333904785 9.72779819831117e-05 3.69704050465506e-05
"5" "36" 4 0 2330650 0 776883.333333333 3.89909151167778e-05 0 8.12414102036361e-05 0 0.0001704301639359
"5" "38" 40 36028 9297038 900.7 238385.58974359 0.000389909151167778 0.000178716883710107 0.00032407460486851 0.000176723983606398 5.229626302528e-05
"5" "40" 1 340 0 340 0 9.74772877919445e-06 1.68656990289321e-06 0 6.67105078563065e-05 0
"5" "41" 3 1077 1715 359 857.5 2.92431863375833e-05 5.34245819239996e-06 5.97811848622641e-08 7.04384480012178e-05 1.88115588666296e-07
"5" "42" 7 3575 6838543 510.714285714286 1139757.16666667 6.82341014543611e-05 1.77337864789506e-05 0.00023837679491052 0.000100205909910208 0.000250036256961085
"5" "43" 1 0 0 0 0 9.74772877919445e-06 0 0 0 0
"5" "47" 7 5308 528859 758.285714285714 88143.1666666667 6.82341014543611e-05 2.63303324839916e-05 1.84348790933365e-05 0.000148781250294653 1.93365640634536e-05
"5" "48" 4 1983 6140693 495.75 2046897.66666667 3.89909151167778e-05 9.83667093363892e-06 0.000214051255635808 9.72698066757764e-05 0.000449041818664337
"5" "49" 1 0 0 0 0 9.74772877919445e-06 0 0 0 0
"5" "50" 3 2417 1211097 805.666666666667 605548.5 2.92431863375833e-05 1.1989527809685e-05 4.22162178677163e-05 0.000158077742635973 0.000132843279934102
"5" "54" 4 1121 17870 280.25 5956.66666666667 3.89909151167778e-05 5.56072017983319e-06 6.2290948891467e-07 5.49871171374409e-05 1.30675435159056e-06
"5" "56" 56 62405 9281456 1114.375 168753.745454545 0.000545872811634889 0.00030955998467662 0.00032353145010319 0.000218648594683446 3.70206532546054e-05
"5" "58" 6 9363 6817763 1560.5 1363552.6 5.84863726751667e-05 4.64451588258503e-05 0.000237652449125425 0.000306181610322842 0.000299131778456512
"5" "59" 3 1532 1207932 510.666666666667 603966 2.92431863375833e-05 7.59948556244822e-06 4.21058928239326e-05 0.000100196566701825 0.000132496116180091
"5" "60" 1 0 0 0 0 9.74772877919445e-06 0 0 0 0
"5" "61" 2 10714 426862 5357 426862 1.94954575583889e-05 5.31467939399936e-05 1.48794846254669e-05 0.00105108291348892 9.36436109729127e-05
"5" "64" 2 0 1035904 0 1035904 1.94954575583889e-05 0 3.6109369401492e-05 0 0.000227253283687197
"5" "68" 1 0 0 0 0 9.74772877919445e-06 0 0 0 0
"5" "70" 16 1710 4502872 106.875 300191.466666667 0.000155963660467111 8.48245451160996e-06 0.000156960363523681 2.09696633151258e-05 6.58550372765002e-05
"5" "73" 2 748 1622 374 1622 1.94954575583889e-05 3.71045378636506e-06 5.65394063245437e-08 7.33815586419372e-05 3.55829136812516e-07
"5" "74" 35 53120 4523088 1517.71428571429 133032 0.000341170507271806 0.000263501744828492 0.000157665049490547 0.000297786737590504 2.91841317684603e-05
"5" "75" 4 0 6927607 0 2309202.33333333 3.89909151167778e-05 0 0.000241481373014644 0 0.000506585371760449
"5" "76" 1 1841 0 1841 0 9.74772877919445e-06 9.13227997419528e-06 0 0.000361217779304295 0
"5" "77" 7 9244 7432313 1320.57142857143 1238718.83333333 6.82341014543611e-05 4.58548593598377e-05 0.000259074330849684 0.000259105854883907 0.000271746148716651
"5" "79" 3 564 761299 188 380649.5 2.92431863375833e-05 2.79772183891697e-06 2.65372339676133e-05 3.68869866970166e-05 8.35056615370629e-05
"5" "80" 55 331321 9007898 6024.01818181818 166812.925925926 0.000536125082855695 0.001643517725872 0.000313995810821236 0.00118195680071975 3.65948825162716e-05
"5" "82" 39 142676 7385298 3658.35897435897 194349.947368421 0.000380161422388583 0.000707744257250563 0.000257435489796449 0.000717797015000482 4.26358656052178e-05
"5" "83" 1 0 0 0 0 9.74772877919445e-06 0 0 0 0
"5" "84" 26 16691 6896063 641.961538461538 275842.52 0.000253440948259056 8.27957007329133e-05 0.000240381817507183 0.00012595758898525 6.05134437655914e-05
"5" "85" 40 109946 7316082 2748.65 187591.846153846 0.000389909151167778 0.00054538710159852 0.000255022769976375 0.000539305404174226 4.11532951232981e-05
"5" "87" 2 0 5768357 0 5768357 1.94954575583889e-05 0 0.00020107242925279 0 0.0012654435833147
"5" "88" 26 4172 9251821 160.461538461538 370072.84 0.000253440948259056 2.06952048084425e-05 0.000322498438200337 3.14837374181573e-05 8.11853879253739e-05
"5" "90" 7 1179 6899832 168.428571428571 1149972 6.82341014543611e-05 5.84842916326792e-06 0.000240513196682546 3.30469280515065e-05 0.0002522771542038
"5" "92" 1 0 0 0 0 9.74772877919445e-06 0 0 0 0
"5" "93" 1 0 0 0 0 9.74772877919445e-06 0 0 0 0
"5" "94" 76 37075 9304579 487.828947368421 124061.053333333 0.000740827387218778 0.000183910526911076 0.000324337467792735 9.57156377233965e-05 2.72161143770971e-05
"5" "95" 56 215539 9135325 3848.91071428571 166096.818181818 0.000545872811634889 0.00106918114794029 0.000318437640001086 0.000755184671892881 3.64377851053895e-05
"5" "96" 1 0 0 0 0 9.74772877919445e-06 0 0 0 0
"6" "1" 21 9599 13897424 457.095238095238 694871.2 0.000204702304363083 4.76158367584468e-05 0.000484434095191409 8.96854572706844e-05 0.000152438606221873
"6" "2" 1 1016 0 1016 0 9.74772877919445e-06 5.03986770982206e-06 0 0.000199346694064728 0
"6" "5" 6 2846 10721205 474.333333333333 2144241 5.84863726751667e-05 1.4117582187159e-05 0.00037371798137098 9.30676987054159e-05 0.000470396685664616
"6" "6" 1 0 0 0 0 9.74772877919445e-06 0 0 0 0
"6" "7" 128 77385 16188228 604.5703125 127466.362204724 0.00124770928373689 0.000383868270398209 0.000564286560151883 0.00011862115465212 2.79631600714788e-05
"6" "8" 1 0 0 0 0 9.74772877919445e-06 0 0 0 0
"6" "9" 88 131932 15678467 1499.22727272727 180212.264367816 0.000857800132569111 0.000654448648319137 0.000546517395967293 0.000294159449281358 3.95343862349131e-05
"6" "10" 9 631 8384797 70.1111111111111 1048099.625 8.772955901275e-05 3.13007531978122e-06 0.000292275859760675 1.37563171429181e-05 0.000229928720627171
"6" "11" 4 3881 10282803 970.25 3427601 3.89909151167778e-05 1.92516993915545e-05 0.000358436237344166 0.000190370206610534 0.00075193606977048
"6" "12" 6 0 11514462 0 2302892.4 5.84863726751667e-05 0 0.000401369201989222 0 0.00050520111890512
"6" "13" 14 1944 16532096 138.857142857143 1271699.69230769 0.000136468202908722 9.64321144477764e-06 0.000576273053724022 2.72447956455168e-05 0.000278981383353014
"6" "14" 29 13754 16328551 474.275862068966 583162.535714286 0.000282684134596639 6.82267130717447e-05 0.000569177915955631 9.30564224194361e-05 0.000127932319176703
"6" "15" 21 1826 16151556 86.9523809523809 807577.8 0.000204702304363083 9.05787247847941e-06 0.000563008253673009 1.70606985077893e-05 0.000177163817190475
"6" "16" 29 11032 15023619 380.413793103448 536557.821428571 0.000282684134596639 5.47242328491702e-05 0.000523690813259022 7.46399921572793e-05 0.000117708327033867
