"a" "b" "tinicio" "tfinal" "tcontato"
"1" "15" 185435 186062 627
"1" "15" 1770438 1770438 0
"1" "15" 2621966 2622607 641
"1" "16" 15305073 15305073 0
"1" "20" 1300375 1300375 0
"1" "28" 185435 185435 0
"1" "28" 1299740 1299740 0
"1" "28" 1300053 1300053 0
"1" "28" 15305073 15305708 635
"1" "29" 2681586 2681902 316
"1" "29" 4782988 4782988 0
"1" "36" 3193781 3197541 3760
"1" "41" 185435 185435 0
"1" "43" 1314379 1314379 0
"1" "43" 1387177 1387177 0
"1" "43" 1402315 1402315 0
"1" "43" 1739842 1739842 0
"1" "43" 3213353 3213353 0
"1" "43" 4164611 4164611 0
"1" "46" 2597960 2599620 1660
"1" "46" 2601165 2601478 313
"1" "46" 2603684 2605256 1572
"1" "46" 2606509 2608093 1584
"1" "46" 2613774 2617552 3778
"1" "46" 2618813 2621005 2192
"1" "46" 2682576 2694255 11679
"1" "46" 3032720 3040112 7392
"1" "46" 3046085 3052362 6277
"1" "46" 3112818 3131199 18381
"1" "46" 3191899 3221874 29975
"1" "46" 4162654 4180373 17719
"1" "46" 4243193 4245127 1934
"1" "46" 4330386 4338911 8525
"1" "46" 4411176 4421875 10699
"1" "46" 4851404 4861480 10076
"1" "46" 4869083 4869083 0
"1" "46" 4870204 4873392 3188
"1" "46" 4878777 4880341 1564
"1" "46" 4939173 4948576 9403
"1" "46" 4961740 4961740 0
"1" "46" 15820254 15829698 9444
"1" "52" 790254 790254 0
"1" "52" 1227175 1227175 0
"1" "52" 1402946 1402946 0
"1" "52" 1470719 1473896 3177
"1" "52" 1475148 1479294 4146
"1" "52" 1491580 1491580 0
"1" "52" 1493167 1495080 1913
"1" "52" 1727620 1727620 0
"1" "52" 1824647 1834140 9493
"1" "52" 1835733 1835733 0
"1" "52" 2599306 2599306 0
"1" "52" 2600833 2600833 0
"1" "52" 2602425 2603998 1573
"1" "52" 2613139 2613139 0
"1" "52" 3025370 3026960 1590
"1" "52" 3028295 3031123 2828
"1" "52" 3033055 3034335 1280
"1" "52" 3052991 3055856 2865
"1" "52" 3112498 3115335 2837
"1" "52" 3127032 3128682 1650
"1" "52" 3130572 3130572 0
"1" "52" 3200363 3201617 1254
"1" "52" 3208275 3208275 0
"1" "52" 3210177 3210177 0
"1" "52" 3212705 3212705 0
"1" "52" 3215552 3219643 4091
"1" "52" 3221226 3221874 648
"1" "52" 4162997 4162997 0
"1" "52" 4170942 4172532 1590
"1" "52" 4771574 4771574 0
"1" "52" 5027541 5028802 1261
"1" "52" 5030070 5031342 1272
"1" "52" 5043063 5044002 939
"1" "56" 1397296 1397296 0
"1" "56" 2608093 2608093 0
"1" "56" 15245717 15245717 0
"1" "58" 1480240 1481822 1582
"1" "58" 1484967 1487494 2527
"1" "58" 2697717 2698661 944
"1" "62" 196751 199925 3174
"1" "62" 203755 205008 1253
"1" "62" 269543 279445 9902
"1" "62" 698042 698042 0
"1" "62" 712905 712905 0
"1" "62" 1403276 1403276 0
"1" "62" 1740314 1743177 2863
"1" "62" 1747026 1747026 0
"1" "62" 1750249 1750249 0
"1" "62" 2437644 2440789 3145
"1" "62" 2442362 2442997 635
"1" "62" 2444272 2445533 1261
"1" "62" 2445990 2449752 3762
"1" "62" 2604943 2613139 8196
"1" "62" 3028295 3031772 3477
"1" "62" 3036272 3040112 3840
"1" "62" 3046085 3049850 3765
"1" "62" 3124470 3130572 6102
"1" "62" 4169668 4169990 322
"1" "62" 4177238 4180059 2821
"1" "62" 4243856 4244185 329
"1" "62" 4246088 4246727 639
"1" "62" 4248617 4251479 2862
"1" "62" 4253382 4259049 5667
"1" "62" 4260334 4260334 0
"1" "62" 4263803 4263803 0
"1" "62" 4327560 4331344 3784
"1" "62" 4333563 4343019 9456
"1" "62" 4345883 4353478 7595
"1" "62" 4411500 4414017 2517
"1" "62" 4421875 4435672 13797
"1" "62" 4437252 4443258 6006
"1" "62" 4777604 4778244 640
"1" "62" 4779816 4782326 2510
"1" "62" 4851085 4854879 3794
"1" "62" 4856459 4857087 628
"1" "62" 4868137 4868137 0
"1" "62" 4870204 4874644 4440
"1" "62" 4875895 4880341 4446
"1" "62" 4942315 4957981 15666
"1" "62" 4959232 4964593 5361
"1" "62" 4970273 4970273 0
"1" "62" 5024039 5028176 4137
"1" "62" 5035446 5038646 3200
"1" "62" 5040214 5044002 3788
"1" "62" 15129381 15131299 1918
"1" "62" 15139962 15142254 2292
"1" "62" 15144567 15145533 966
"1" "62" 15146818 15159740 12922
"1" "62" 15217543 15217543 0
"1" "62" 15218813 15219126 313
"1" "62" 15220398 15225129 4731
"1" "62" 15226706 15232709 6003
"1" "62" 15234009 15235602 1593
"1" "62" 15236879 15244122 7243
"1" "62" 15305708 15307636 1928
"1" "62" 15318146 15318146 0
"1" "62" 15736121 15736434 313
"1" "62" 15822764 15829385 6621
"1" "69" 714816 716720 1904
"1" "69" 2443941 2445533 1592
"1" "69" 2445990 2445990 0
"1" "69" 3046403 3047030 627
"1" "69" 4258418 4259998 1580
"1" "69" 4863686 4863686 0
"1" "69" 4866241 4866241 0
"1" "70" 529490 529490 0
"1" "70" 3207944 3207944 0
"1" "73" 1747026 1747026 0
"1" "73" 4163657 4163657 0
"1" "73" 4165884 4165884 0
"1" "73" 4169353 4169353 0
"1" "73" 15162561 15164438 1877
"1" "77" 15306998 15306998 0
"1" "79" 4863055 4863055 0
"1" "80" 15305073 15305073 0
"1" "81" 4254021 4262528 8507
"1" "81" 4774129 4782639 8510
"1" "81" 4870204 4872122 1918
"1" "81" 5025932 5029115 3183
"1" "81" 5033550 5043689 10139
"1" "81" 15130986 15136706 5720
"1" "81" 15137090 15155336 18246
"1" "81" 15218171 15242241 24070
"1" "81" 15305073 15318459 13386
"1" "82" 536124 536437 313
"1" "82" 705005 705005 0
"1" "82" 1747026 1747026 0
"1" "82" 3050795 3050795 0
"1" "82" 3119423 3119423 0
"1" "82" 4165884 4165884 0
"1" "84" 1388774 1389113 339
"1" "84" 3059985 3059985 0
"1" "85" 1839814 1840127 313
"1" "88" 529490 529490 0
"1" "88" 620241 620241 0
"1" "88" 698042 698042 0
"1" "88" 1762296 1762296 0
"1" "88" 2452584 2452584 0
"1" "88" 3037902 3037902 0
"1" "88" 4165884 4165884 0
"1" "88" 15241302 15241928 626
"1" "93" 268912 268912 0
"1" "93" 276224 276224 0
"1" "93" 281048 284825 3777
"1" "93" 524063 544636 20573
"1" "93" 605479 610185 4706
"1" "93" 615218 615218 0
"1" "93" 617727 621512 3785
"1" "93" 623081 629372 6291
"1" "93" 698042 700578 2536
"1" "93" 702773 716094 13321
"1" "93" 783329 790578 7249
"1" "93" 1382455 1396347 13892
"1" "93" 2598287 2600271 1984
"1" "93" 2600833 2608093 7260
"1" "93" 2682576 2694568 11992
"1" "93" 3209846 3210491 645
"1" "93" 4160415 4160730 315
"1" "93" 4162654 4164611 1957
"1" "93" 4238781 4244813 6032
"1" "93" 4247982 4247982 0
"1" "93" 4330067 4331344 1277
"1" "93" 4343334 4347763 4429
"1" "93" 4411176 4430659 19483
"1" "93" 4776972 4777285 313
"1" "93" 5024039 5044315 20276
"1" "93" 15131939 15136706 4767
"1" "93" 15137090 15139304 2214
"1" "93" 15143904 15143904 0
"1" "93" 15214516 15215775 1259
"1" "93" 15216281 15218171 1890
"1" "93" 15221028 15234971 13943
"1" "93" 15305073 15317800 12727
"1" "93" 15732304 15736762 4458
"1" "94" 185435 185748 313
"1" "94" 1496052 1496052 0
"1" "94" 2442683 2442997 314
"1" "94" 15305073 15305386 313
"1" "95" 1485286 1487180 1894
"1" "96" 186385 187011 626
"1" "96" 194542 197398 2856
"1" "96" 198969 199925 956
"1" "96" 202803 205008 2205
"1" "96" 268244 269873 1629
"1" "96" 271460 275574 4114
"1" "96" 277506 282005 4499
"1" "96" 525332 525332 0
"1" "96" 527230 528526 1296
"1" "96" 538648 538961 313
"1" "96" 540228 541797 1569
"1" "96" 544008 544008 0
"1" "96" 546843 546843 0
"1" "96" 548741 549995 1254
"1" "96" 611457 611457 0
"1" "96" 628118 628118 0
"1" "96" 631580 636015 4435
"1" "96" 698042 699635 1593
"1" "96" 703737 709450 5713
"1" "96" 712905 714182 1277
"1" "96" 715468 715781 313
"1" "96" 789924 790578 654
"1" "96" 1307701 1309908 2207
"1" "96" 1311183 1311824 641
"1" "96" 1313099 1313099 0
"1" "96" 1314698 1314698 0
"1" "96" 1316931 1316931 0
"1" "96" 1322602 1322602 0
"1" "96" 1323879 1323879 0
"1" "96" 1386846 1391645 4799
"1" "96" 1413009 1413322 313
"1" "96" 1477040 1478980 1940
"1" "96" 1492211 1496052 3841
"1" "96" 1739525 1739842 317
"1" "96" 1740314 1740314 0
"1" "96" 1747026 1749615 2589
"1" "96" 1753412 1756294 2882
"1" "96" 1757876 1759777 1901
"1" "96" 1824322 1824960 638
"1" "96" 1847040 1847040 0
"1" "96" 2450698 2451325 627
"1" "96" 2598618 2599958 1340
"1" "96" 2600833 2602425 1592
"1" "96" 2687305 2689552 2247
"1" "96" 3026313 3027587 1274
"1" "96" 3028295 3035619 7324
"1" "96" 3055543 3055543 0
"1" "96" 3056816 3056816 0
"1" "96" 3120058 3127032 6974
"1" "96" 3128312 3128996 684
"1" "96" 3130572 3130886 314
"1" "96" 3202890 3205414 2524
"1" "96" 3206992 3206992 0
"1" "96" 4160730 4160730 0
"1" "96" 4162654 4170619 7965
"1" "96" 4172532 4172532 0
"1" "96" 4242248 4244185 1937
"1" "96" 4330706 4337025 6319
"1" "96" 4338284 4339860 1576
"1" "96" 4341126 4344306 3180
"1" "96" 4349664 4350320 656
"1" "96" 4352842 4353478 636
"1" "96" 4414963 4417471 2508
"1" "96" 4436930 4437887 957
"1" "96" 4439162 4440746 1584
"1" "96" 4853936 4856774 2838
"1" "96" 4877189 4879090 1901
"1" "96" 4939487 4943567 4080
"1" "96" 4944820 4951392 6572
"1" "96" 4954531 4963006 8475
"1" "96" 4964280 4964593 313
"1" "96" 5025302 5028802 3500
"1" "96" 15125893 15136706 10813
"1" "96" 15137090 15139962 2872
"1" "96" 15146498 15155648 9150
"1" "96" 15156924 15157550 626
"1" "96" 15215775 15215775 0
"1" "96" 15216281 15224191 7910
"1" "96" 15226706 15231455 4749
"1" "96" 15232709 15234658 1949
"1" "96" 15240657 15240969 312
"1" "96" 15305073 15315593 10520
"1" "96" 15317175 15318146 971
"1" "96" 15734842 15736762 1920
"1" "96" 15818375 15823395 5020
"1" "96" 15825279 15825279 0
"1" "96" 15826556 15828447 1891
"2" "1" 288697 288697 0
"2" "4" 3283760 3283760 0
"2" "6" 262565 262879 314
"2" "6" 11768409 11768409 0
"2" "7" 3285045 3285045 0
"2" "9" 716962 717602 640
"2" "9" 8988755 8988755 0
"2" "9" 11768409 11768409 0
"2" "10" 3118474 3118474 0
"2" "10" 3281148 3281148 0
"2" "14" 8990330 8990330 0
"2" "15" 119540 119540 0
"2" "15" 2525575 2525575 0
"2" "15" 3414061 3414061 0
"2" "17" 12109013 12109013 0
"2" "23" 1307480 1307480 0
"2" "23" 1391879 1392192 313
"2" "23" 1919133 1919133 0
"2" "23" 2517251 2518209 958
"2" "23" 3122268 3128599 6331
"2" "23" 3226319 3226319 0
"2" "23" 3281148 3281461 313
"2" "23" 3295200 3298044 2844
"2" "23" 4494099 4496940 2841
"2" "23" 5195435 5195435 0
"2" "23" 7545249 7549006 3757
"2" "23" 7582232 7583798 1566
"2" "23" 7585364 7585364 0
"2" "23" 11120055 11126335 6280
"2" "23" 12274972 12274972 0
"2" "26" 177530 180043 2513
"2" "26" 181317 181631 314
"2" "26" 260316 262879 2563
"2" "26" 270943 273792 2849
"2" "26" 530129 530129 0
"2" "26" 543804 543804 0
"2" "26" 613092 613092 0
"2" "26" 702864 709818 6954
"2" "26" 1412275 1418861 6586
"2" "26" 1425934 1427830 1896
"2" "26" 1919133 1919133 0
"2" "26" 2682913 2682913 0
"2" "26" 3922016 3922346 330
"2" "26" 3926414 3927074 660
"2" "28" 262225 262879 654
"2" "28" 12108674 12109013 339
"2" "29" 11768409 11768409 0
"2" "29" 12968358 12970738 2380
"2" "29" 12972355 12975217 2862
"2" "37" 1401223 1401223 0
"2" "38" 1400590 1400590 0
"2" "38" 12108674 12109013 339
"2" "42" 2196467 2196467 0
"2" "46" 3290773 3290773 0
"2" "48" 1392514 1392514 0
"2" "48" 3206531 3206531 0
"2" "48" 4938030 4938030 0
"2" "48" 12111708 12111708 0
"2" "56" 12108674 12109013 339
"2" "57" 260316 262879 2563
"2" "57" 270619 273792 3173
"2" "57" 530129 530129 0
"2" "57" 702864 709818 6954
"2" "57" 1307480 1307793 313
"2" "57" 1391879 1391879 0
"2" "57" 3126402 3128599 2197
"2" "57" 3295518 3297731 2213
"2" "57" 6665766 6665766 0
"2" "58" 14542354 14542354 0
"2" "60" 1307157 1307793 636
"2" "60" 1739413 1739732 319
"2" "60" 1919133 1919133 0
"2" "60" 2517251 2518209 958
"2" "60" 3284079 3287262 3183
"2" "60" 3294556 3297731 3175
"2" "60" 4493780 4496940 3160
"2" "60" 4939914 4939914 0
"2" "67" 281470 283357 1887
"2" "67" 437899 437899 0
"2" "67" 439467 439467 0
"2" "67" 442916 442916 0
"2" "67" 444168 445426 1258
"2" "67" 576755 577694 939
"2" "67" 658930 658930 0
"2" "67" 875144 875144 0
"2" "67" 909779 909779 0
"2" "67" 1391879 1392514 635
"2" "67" 1823548 1824191 643
"2" "67" 3408957 3408957 0
"2" "67" 3411517 3411517 0
"2" "67" 3413111 3414375 1264
"2" "67" 3583773 3583773 0
"2" "67" 3896440 3896440 0
"2" "67" 3898357 3898357 0
"2" "67" 6671848 6671848 0
"2" "68" 5040499 5040499 0
"2" "69" 176274 182595 6321
"2" "69" 261570 262879 1309
"2" "69" 271265 273792 2527
"2" "69" 522838 527294 4456
"2" "69" 529809 530129 320
"2" "69" 702864 709499 6635
"2" "69" 787424 787424 0
"2" "69" 875144 875144 0
"2" "69" 1307157 1307793 636
"2" "69" 1739413 1739732 319
"2" "69" 1753313 1753313 0
"2" "69" 2517251 2518209 958
"2" "69" 3118138 3118138 0
"2" "69" 3121947 3128599 6652
"2" "69" 3284394 3287575 3181
"2" "69" 3294556 3297731 3175
"2" "69" 3553786 3553786 0
"2" "69" 14519487 14519487 0
"2" "69" 14519991 14519991 0
"2" "78" 14528490 14529117 627
"2" "80" 12109013 12109013 0
"2" "80" 12974900 12974900 0
"2" "81" 12129336 12129336 0
"2" "81" 12976480 12976480 0
"2" "82" 119206 119540 334
"2" "84" 3283760 3283760 0
"2" "90" 3283760 3283760 0
"2" "91" 10919058 10919058 0
"2" "93" 1316115 1316115 0
"2" "94" 12108674 12109013 339
"2" "95" 543169 543804 635
"2" "95" 5040499 5040499 0
"2" "96" 1412275 1412275 0
"2" "96" 3926756 3928353 1597
"3" "5" 7382453 7382453 0
"3" "11" 1404818 1409574 4756
"3" "11" 1412154 1414975 2821
"3" "11" 1422295 1424285 1990
"3" "11" 1464198 1465150 952
"3" "11" 1465773 1485675 19902
"3" "11" 1487267 1492031 4764
"3" "11" 1660865 1660865 0
"3" "11" 1827083 1830244 3161
"3" "11" 1833389 1835272 1883
"3" "11" 1836882 1842244 5362
"3" "11" 1919501 1926458 6957
"3" "11" 2076083 2080787 4704
"3" "11" 2260667 2262248 1581
"3" "11" 2264138 2276360 12222
"3" "11" 2334055 2339103 5048
"3" "11" 2414975 2415915 940
"3" "11" 2416606 2419464 2858
"3" "11" 2421399 2426181 4782
"3" "11" 2434702 2435641 939
"3" "11" 2440463 2446851 6388
"3" "11" 2501235 2505938 4703
"3" "11" 2507860 2512924 5064
"3" "11" 2587518 2592294 4776
"3" "11" 2594280 2598841 4561
"3" "11" 2600202 2600202 0
"3" "11" 2603462 2609758 6296
"3" "11" 2614662 2619168 4506
"3" "11" 2680277 2685687 5410
"3" "11" 3191473 3196507 5034
"3" "11" 3208768 3208768 0
"3" "11" 3209335 3223877 14542
"3" "11" 3564404 3564404 0
"3" "11" 3566294 3566294 0
"3" "11" 3580720 3580720 0
"3" "11" 3581972 3581972 0
"3" "11" 4143243 4146693 3450
"3" "11" 4148292 4148956 664
"3" "11" 4149735 4154126 4391
"3" "11" 4228762 4234789 6027
"3" "11" 4235628 4240758 5130
"3" "11" 4315082 4326846 11764
"3" "11" 4408300 4413286 4986
"3" "11" 4633540 4633540 0
"3" "11" 4638557 4638557 0
"3" "11" 4640289 4640289 0
"3" "11" 4751573 4762370 10797
"3" "11" 4837490 4840343 2853
"3" "11" 4840770 4848607 7837
"3" "11" 4860713 4869090 8377
"3" "11" 5010019 5015423 5404
"3" "11" 5017103 5021634 4531
"3" "11" 5026498 5027124 626
"3" "11" 5029664 5029664 0
"3" "11" 5357074 5366972 9898
"3" "11" 5449906 5451824 1918
"3" "11" 5529221 5529221 0
"3" "11" 5530478 5530478 0
"3" "11" 6052885 6052885 0
"3" "11" 6054235 6058449 4214
"3" "11" 6070756 6079116 8360
"3" "11" 6240665 6240665 0
"3" "11" 6251470 6251470 0
"3" "11" 6566011 6570083 4072
"3" "11" 6572324 6576771 4447
"3" "11" 6658835 6678347 19512
"3" "11" 7343402 7362466 19064
"3" "11" 7429523 7434591 5068
"3" "11" 7436591 7440574 3983
"3" "11" 7456099 7461577 5478
"3" "15" 4241080 4241080 0
"3" "18" 1420316 1421296 980
"3" "18" 1423630 1425619 1989
"3" "18" 1480096 1480845 749
"3" "18" 1485675 1485675 0
"3" "18" 1821646 1823269 1623
"3" "18" 1825185 1825185 0
"3" "18" 2260349 2265082 4733
"3" "18" 2344573 2347130 2557
"3" "18" 2441155 2441155 0
"3" "18" 3191473 3196820 5347
"3" "18" 3219403 3231801 12398
"3" "18" 4148639 4148956 317
"3" "18" 4149735 4154126 4391
"3" "18" 4228762 4234456 5694
"3" "18" 4235628 4241736 6108
"3" "18" 4321073 4326529 5456
"3" "18" 4401884 4406602 4718
"3" "18" 4408656 4412972 4316
"3" "18" 4417488 4417488 0
"3" "18" 4419120 4419434 314
"3" "18" 4421652 4421971 319
"3" "18" 4423316 4423316 0
"3" "18" 4428820 4433688 4868
"3" "18" 4629801 4631819 2018
"3" "18" 4637837 4644264 6427
"3" "18" 4646512 4646512 0
"3" "18" 4757633 4762057 4424
"3" "18" 4778480 4782868 4388
"3" "18" 4836840 4840343 3503
"3" "18" 4840770 4842023 1253
"3" "18" 4843326 4848920 5594
"3" "18" 4947700 4949905 2205
"3" "18" 5009680 5015746 6066
"3" "18" 5017103 5021634 4531
"3" "18" 5037669 5041929 4260
"3" "18" 5042563 5042563 0
"3" "18" 5361227 5366972 5745
"3" "18" 5449906 5451511 1605
"3" "18" 6054235 6058449 4214
"3" "18" 6251470 6251470 0
"3" "18" 6572324 6576771 4447
"3" "18" 6607760 6607760 0
"3" "18" 6651524 6659797 8273
"3" "18" 6661069 6662973 1904
"3" "18" 7349450 7354528 5078
"3" "18" 7366320 7368536 2216
"3" "18" 7429523 7434274 4751
"3" "18" 7436591 7440574 3983
"3" "18" 7445648 7446274 626
"3" "18" 7456432 7461577 5145
"3" "18" 7863150 7863463 313
"3" "19" 2766996 2773072 6076
"3" "19" 3219403 3223238 3835
"3" "19" 3224826 3227684 2858
"3" "19" 3548984 3549316 332
"3" "19" 3551521 3551521 0
"3" "19" 3553431 3553431 0
"3" "19" 4148639 4148956 317
"3" "19" 4149735 4154126 4391
"3" "19" 4229095 4234789 5694
"3" "19" 4235628 4240427 4799
"3" "19" 4322373 4323653 1280
"3" "19" 4324933 4326529 1596
"3" "19" 4408656 4413970 5314
"3" "19" 4422331 4422331 0
"3" "19" 4428820 4433688 4868
"3" "19" 4757633 4762057 4424
"3" "19" 4777832 4777832 0
"3" "19" 4782868 4783198 330
"3" "19" 4849899 4849899 0
"3" "19" 4853478 4853478 0
"3" "19" 4864299 4864612 313
"3" "19" 4944832 4944832 0
"3" "19" 6054235 6058131 3896
"3" "19" 6070756 6070756 0
"3" "19" 6074263 6077499 3236
"3" "19" 6078782 6078782 0
"3" "19" 6149191 6149191 0
"3" "19" 6158668 6158668 0
"3" "19" 6245405 6245405 0
"3" "19" 6572324 6577084 4760
"3" "19" 6651524 6656571 5047
"3" "19" 6658835 6662973 4138
"3" "19" 7358696 7362466 3770
"3" "19" 7429523 7434274 4751
"3" "19" 7436591 7440574 3983
"3" "19" 7456432 7461257 4825
"3" "21" 4321073 4321073 0
"3" "21" 4407262 4408656 1394
"3" "21" 4428820 4428820 0
"3" "21" 4632504 4632858 354
"3" "21" 4638557 4638557 0
"3" "21" 4640289 4640289 0
"3" "21" 4756301 4756645 344
"3" "21" 4843326 4843326 0
"3" "21" 5037009 5037009 0
"3" "21" 5372358 5372358 0
"3" "21" 5381525 5381525 0
"3" "22" 1404818 1409899 5081
"3" "22" 1421643 1423951 2308
"3" "22" 1464198 1464198 0
"3" "22" 1465773 1468622 2849
"3" "22" 1470196 1472086 1890
"3" "22" 1473407 1474047 640
"3" "22" 1816567 1821329 4762
"3" "22" 1825824 1826138 314
"3" "22" 1836549 1841930 5381
"3" "22" 1927114 1927114 0
"3" "22" 4756645 4762370 5725
"3" "22" 4777486 4782542 5056
"3" "22" 4837490 4840343 2853
"3" "22" 4840770 4848920 8150
"3" "22" 4947064 4948013 949
"3" "22" 4949905 4949905 0
"3" "22" 5010019 5015746 5727
"3" "22" 5017103 5021634 4531
"3" "22" 5037342 5041929 4587
"3" "22" 5042246 5042563 317
"3" "22" 5361894 5366972 5078
"3" "22" 5449906 5451824 1918
"3" "22" 5562941 5569856 6915
"3" "22" 6052549 6052549 0
"3" "22" 6054561 6058768 4207
"3" "22" 6073619 6075232 1613
"3" "22" 6149518 6149831 313
"3" "22" 6151712 6153635 1923
"3" "22" 6236862 6239061 2199
"3" "22" 6572324 6576145 3821
"3" "22" 6651524 6656571 5047
"3" "22" 6658835 6662648 3813
"3" "22" 7349450 7354841 5391
"3" "22" 7429523 7433961 4438
"3" "22" 7436591 7440574 3983
"3" "22" 7863150 7863463 313
"3" "25" 5580528 5580528 0
"3" "28" 4627858 4627858 0
"3" "28" 4629461 4629801 340
"3" "28" 6079116 6079116 0
"3" "28" 7382453 7382453 0
"3" "28" 7863150 7863463 313
"3" "29" 4850237 4850237 0
"3" "30" 1404818 1409574 4756
"3" "30" 1410875 1411517 642
"3" "30" 1425306 1425619 313
"3" "30" 1464198 1465150 952
"3" "30" 1465773 1472086 6313
"3" "30" 1473734 1477221 3487
"3" "30" 1478484 1478484 0
"3" "30" 1480488 1481806 1318
"3" "30" 1485015 1485675 660
"3" "30" 1600899 1603097 2198
"3" "30" 1604375 1607950 3575
"3" "30" 1816250 1821329 5079
"3" "30" 1836882 1841930 5048
"3" "30" 1915989 1926458 10469
"3" "30" 2082048 2082680 632
"3" "30" 2261935 2261935 0
"3" "30" 2264138 2264768 630
"3" "30" 2334055 2339425 5370
"3" "30" 2414975 2415915 940
"3" "30" 2416606 2419464 2858
"3" "30" 2421399 2423027 1628
"3" "30" 2424300 2426181 1881
"3" "30" 2441489 2446537 5048
"3" "30" 2501235 2505938 4703
"3" "30" 2507221 2512924 5703
"3" "30" 2524576 2526454 1878
