Source;Target;Type;Weight
2;384;Directed;1
2;395;Directed;1
2;396;Directed;8
2;401;Directed;15
2;408;Directed;6
2;410;Directed;9
2;411;Directed;1
2;422;Directed;1
2;423;Directed;1
2;424;Directed;1
2;427;Directed;11
2;428;Directed;1
2;429;Directed;1
2;433;Directed;22
2;434;Directed;1
2;436;Directed;43
2;437;Directed;36
2;439;Directed;9
2;445;Directed;1
2;446;Directed;2
2;455;Directed;1
2;460;Directed;19
2;463;Directed;23
2;464;Directed;1
2;465;Directed;1
2;469;Directed;1
2;471;Directed;1
2;472;Directed;6
2;473;Directed;1
2;475;Directed;1
2;476;Directed;1
2;480;Directed;1
2;486;Directed;1
2;492;Directed;1
2;500;Directed;1
2;501;Directed;3
2;505;Directed;1
2;506;Directed;1
2;507;Directed;1
2;509;Directed;1
2;519;Directed;1
2;522;Directed;1
2;524;Directed;1
2;526;Directed;1
2;530;Directed;1
2;534;Directed;6
2;540;Directed;5
2;542;Directed;1
2;548;Directed;51
2;550;Directed;1
2;553;Directed;1
2;556;Directed;2
2;557;Directed;10
2;574;Directed;9
2;575;Directed;55
2;581;Directed;1
2;585;Directed;15
2;589;Directed;1
2;592;Directed;1
2;601;Directed;1
2;603;Directed;1
2;606;Directed;1
2;611;Directed;9
2;615;Directed;1
2;616;Directed;1
2;624;Directed;1
2;631;Directed;1
2;637;Directed;2
2;638;Directed;1
2;639;Directed;1
2;641;Directed;1
2;642;Directed;1
2;644;Directed;1
2;651;Directed;1
2;652;Directed;1
2;654;Directed;1
2;658;Directed;1
2;660;Directed;1
2;662;Directed;1
2;668;Directed;1
2;674;Directed;1
2;675;Directed;1
2;682;Directed;2
2;683;Directed;1
2;687;Directed;1
2;690;Directed;1
2;691;Directed;1
2;703;Directed;1
2;712;Directed;1
2;713;Directed;1
2;715;Directed;1
2;720;Directed;1
2;723;Directed;1
2;727;Directed;1
2;728;Directed;1
2;735;Directed;1
2;736;Directed;1
2;737;Directed;1
2;738;Directed;1
2;739;Directed;1
2;743;Directed;1
2;744;Directed;1
2;745;Directed;1
2;752;Directed;1
2;754;Directed;1
2;755;Directed;1
2;756;Directed;1
2;758;Directed;1
2;762;Directed;1
2;763;Directed;1
2;764;Directed;1
2;771;Directed;1
2;772;Directed;1
2;779;Directed;2
2;792;Directed;1
2;796;Directed;1
2;802;Directed;48
2;808;Directed;2
2;809;Directed;1
2;813;Directed;14
2;820;Directed;1
2;826;Directed;1
2;827;Directed;1
2;840;Directed;1
2;842;Directed;1
2;843;Directed;1
2;849;Directed;1
2;851;Directed;13
2;855;Directed;1
2;860;Directed;9
2;861;Directed;6
2;862;Directed;1
2;863;Directed;1
2;868;Directed;1
2;873;Directed;2
2;882;Directed;6
2;888;Directed;1
2;891;Directed;17
2;900;Directed;1
2;904;Directed;1
2;908;Directed;1
2;916;Directed;1
2;920;Directed;29
2;922;Directed;1
2;923;Directed;1
2;926;Directed;13
2;928;Directed;1
2;934;Directed;1
2;935;Directed;1
2;939;Directed;1
2;946;Directed;1
2;947;Directed;1
2;955;Directed;1
2;957;Directed;1
2;958;Directed;1
2;960;Directed;1
2;965;Directed;1
2;966;Directed;1
2;968;Directed;1
2;970;Directed;1
2;972;Directed;1
2;978;Directed;1
2;983;Directed;1
2;987;Directed;17
2;992;Directed;1
2;995;Directed;1
2;996;Directed;2
2;998;Directed;3
2;1003;Directed;3
2;1005;Directed;1
2;1007;Directed;1
2;1021;Directed;1
2;1027;Directed;10
2;1031;Directed;1
2;1035;Directed;1
2;1037;Directed;1
2;1038;Directed;1
2;1045;Directed;1
2;1046;Directed;1
2;1048;Directed;1
2;1054;Directed;2
2;1056;Directed;5
2;1058;Directed;15
2;1060;Directed;1
2;1070;Directed;18
2;1072;Directed;1
2;1074;Directed;16
2;1075;Directed;1
2;1080;Directed;1
2;1081;Directed;11
2;1082;Directed;1
2;1083;Directed;6
2;1087;Directed;1
2;1090;Directed;1
2;1091;Directed;1
2;1092;Directed;18
2;1093;Directed;1
2;1095;Directed;1
2;1107;Directed;2
2;1109;Directed;5
3;4;Directed;32
3;5;Directed;43
3;6;Directed;17
3;7;Directed;39
3;8;Directed;46
3;9;Directed;85
3;10;Directed;18
3;11;Directed;34
3;12;Directed;54
3;13;Directed;40
3;14;Directed;22
3;15;Directed;31
3;16;Directed;44
3;17;Directed;14
3;18;Directed;11
3;19;Directed;50
3;20;Directed;10
3;21;Directed;24
3;22;Directed;11
3;23;Directed;29
3;24;Directed;13
3;25;Directed;61
3;26;Directed;58
3;27;Directed;8
3;28;Directed;27
3;29;Directed;21
3;30;Directed;60
3;31;Directed;11
3;32;Directed;23
3;33;Directed;28
3;34;Directed;30
3;35;Directed;43
3;36;Directed;40
3;37;Directed;23
3;38;Directed;41
3;39;Directed;37
3;40;Directed;48
3;41;Directed;6
3;42;Directed;12
3;43;Directed;35
3;44;Directed;38
3;45;Directed;42
3;46;Directed;46
3;47;Directed;18
3;48;Directed;17
3;49;Directed;26
3;50;Directed;49
3;51;Directed;61
3;52;Directed;42
3;53;Directed;9
3;54;Directed;51
3;55;Directed;34
3;56;Directed;22
3;57;Directed;8
3;58;Directed;41
3;59;Directed;40
3;60;Directed;32
3;61;Directed;37
3;62;Directed;7
3;70;Directed;25
3;73;Directed;5
3;85;Directed;8
3;88;Directed;26
3;90;Directed;5
3;92;Directed;1
3;95;Directed;38
3;102;Directed;1
3;104;Directed;1
3;106;Directed;2
3;108;Directed;8
3;114;Directed;10
3;115;Directed;18
3;120;Directed;24
3;121;Directed;6
3;126;Directed;1
3;136;Directed;1
3;139;Directed;1
3;144;Directed;7
3;149;Directed;1
3;150;Directed;4
3;151;Directed;26
3;153;Directed;1
3;157;Directed;1
3;159;Directed;3
3;167;Directed;1
3;173;Directed;1
3;176;Directed;1
3;197;Directed;1
3;207;Directed;1
3;209;Directed;1
3;210;Directed;1
3;211;Directed;1
3;214;Directed;1
3;218;Directed;1
3;220;Directed;1
3;224;Directed;1
3;230;Directed;1
3;236;Directed;1
3;252;Directed;1
3;253;Directed;1
3;258;Directed;1
3;265;Directed;1
3;269;Directed;1
3;270;Directed;1
3;271;Directed;4
3;272;Directed;1
3;284;Directed;1
3;285;Directed;1
3;286;Directed;1
3;287;Directed;1
3;292;Directed;1
3;294;Directed;13
3;297;Directed;3
3;300;Directed;1
3;306;Directed;13
3;311;Directed;13
3;318;Directed;3
3;319;Directed;1
3;320;Directed;1
3;321;Directed;1
3;323;Directed;1
3;329;Directed;1
3;330;Directed;1
3;332;Directed;1
3;337;Directed;35
3;338;Directed;12
3;343;Directed;1
3;344;Directed;1
3;345;Directed;6
3;350;Directed;1
3;353;Directed;2
3;363;Directed;7
3;365;Directed;1
3;366;Directed;1
3;375;Directed;30
3;377;Directed;22
3;394;Directed;1
3;395;Directed;1
3;396;Directed;5
3;401;Directed;23
3;408;Directed;1
3;410;Directed;5
3;423;Directed;1
3;427;Directed;14
3;428;Directed;1
3;433;Directed;17
3;435;Directed;7
3;436;Directed;26
3;437;Directed;23
3;439;Directed;13
3;440;Directed;1
3;451;Directed;2
3;459;Directed;4
3;460;Directed;25
3;462;Directed;1
3;463;Directed;20
3;464;Directed;1
3;467;Directed;1
3;468;Directed;1
3;469;Directed;1
3;471;Directed;1
3;472;Directed;7
3;476;Directed;5
3;487;Directed;3
3;495;Directed;1
3;506;Directed;1
3;510;Directed;1
3;516;Directed;1
3;524;Directed;1
3;530;Directed;1
3;534;Directed;9
3;540;Directed;3
3;541;Directed;1
3;548;Directed;36
3;550;Directed;1
3;551;Directed;1
3;554;Directed;2
3;557;Directed;6
3;566;Directed;1
3;571;Directed;1
3;573;Directed;1
3;574;Directed;2
3;575;Directed;31
3;585;Directed;5
3;592;Directed;1
3;596;Directed;8
3;599;Directed;1
3;611;Directed;5
3;615;Directed;1
3;617;Directed;1
3;621;Directed;1
3;622;Directed;1
3;626;Directed;1
3;631;Directed;1
3;632;Directed;1
3;635;Directed;1
3;637;Directed;1
3;646;Directed;1
3;653;Directed;1
3;654;Directed;1
3;657;Directed;1
3;658;Directed;1
3;662;Directed;1
3;665;Directed;1
3;667;Directed;1
3;668;Directed;1
3;671;Directed;1
3;672;Directed;1
3;674;Directed;1
3;676;Directed;2
3;677;Directed;1
3;682;Directed;1
3;691;Directed;1
3;697;Directed;1
3;701;Directed;1
3;704;Directed;1
3;712;Directed;1
3;713;Directed;1
3;714;Directed;1
3;721;Directed;1
3;724;Directed;1
3;725;Directed;1
3;728;Directed;1
3;730;Directed;1
3;731;Directed;1
3;736;Directed;1
3;744;Directed;1
3;752;Directed;1
3;753;Directed;1
3;755;Directed;1
3;757;Directed;1
3;759;Directed;1
3;768;Directed;1
3;770;Directed;1
3;775;Directed;1
3;787;Directed;1
3;793;Directed;1
3;794;Directed;1
3;798;Directed;1
3;802;Directed;17
3;807;Directed;1
3;808;Directed;3
3;809;Directed;1
3;813;Directed;27
3;839;Directed;1
3;846;Directed;3
3;847;Directed;1
3;848;Directed;1
3;851;Directed;7
3;852;Directed;1
3;860;Directed;14
3;861;Directed;4
3;870;Directed;1
3;873;Directed;10
3;881;Directed;1
3;882;Directed;11
3;885;Directed;1
3;891;Directed;14
3;908;Directed;1
3;920;Directed;10
3;921;Directed;1
3;926;Directed;9
3;928;Directed;1
3;939;Directed;1
3;940;Directed;1
3;941;Directed;3
3;943;Directed;1
3;946;Directed;2
3;947;Directed;1
3;948;Directed;1
3;951;Directed;1
3;958;Directed;1
3;963;Directed;1
3;969;Directed;1
3;970;Directed;1
3;972;Directed;1
3;983;Directed;1
3;984;Directed;1
3;987;Directed;20
3;992;Directed;1
3;994;Directed;4
3;995;Directed;1
3;996;Directed;3
3;998;Directed;2
3;1002;Directed;1
3;1003;Directed;2
3;1005;Directed;1
3;1009;Directed;1
3;1017;Directed;7
3;1027;Directed;15
3;1030;Directed;1
3;1035;Directed;1
3;1037;Directed;1
3;1045;Directed;2
3;1046;Directed;3
3;1051;Directed;1
3;1058;Directed;5
3;1059;Directed;1
3;1060;Directed;1
3;1061;Directed;1
3;1065;Directed;1
3;1069;Directed;1
3;1070;Directed;23
3;1072;Directed;1
3;1074;Directed;20
3;1075;Directed;1
3;1077;Directed;1
3;1081;Directed;5
3;1083;Directed;2
3;1084;Directed;1
3;1091;Directed;1
3;1092;Directed;14
3;1094;Directed;1
3;1107;Directed;1
3;1109;Directed;2
4;5;Directed;17
4;6;Directed;2
4;7;Directed;24
4;8;Directed;37
4;9;Directed;16
4;10;Directed;71
4;11;Directed;16
4;12;Directed;44
4;14;Directed;11
4;15;Directed;66
4;17;Directed;84
4;18;Directed;48
4;19;Directed;25
4;20;Directed;17
4;21;Directed;7
4;22;Directed;55
4;23;Directed;53
4;24;Directed;39
4;25;Directed;24
4;26;Directed;28
4;27;Directed;15
4;29;Directed;23
4;30;Directed;12
4;31;Directed;26
4;32;Directed;22
4;33;Directed;18
4;34;Directed;13
4;35;Directed;26
4;36;Directed;4
4;37;Directed;21
4;38;Directed;2
4;39;Directed;36
4;40;Directed;4
4;41;Directed;15
4;42;Directed;16
4;43;Directed;12
4;44;Directed;9
4;45;Directed;22
4;46;Directed;5
4;47;Directed;19
4;48;Directed;15
4;49;Directed;36
4;50;Directed;2
4;51;Directed;17
4;52;Directed;54
4;53;Directed;55
4;54;Directed;58
4;55;Directed;12
4;56;Directed;35
4;57;Directed;25
4;58;Directed;23
4;59;Directed;15
4;60;Directed;39
4;61;Directed;24
4;62;Directed;24
4;70;Directed;16
4;73;Directed;1
4;81;Directed;10
4;88;Directed;18
4;90;Directed;5
4;93;Directed;1
4;95;Directed;7
4;102;Directed;1
4;104;Directed;1
4;105;Directed;1
4;106;Directed;1
4;113;Directed;1
4;114;Directed;2
4;115;Directed;49
4;120;Directed;20
4;121;Directed;6
4;126;Directed;1
4;144;Directed;6
4;148;Directed;1
4;150;Directed;65
4;151;Directed;12
4;153;Directed;17
4;155;Directed;1
4;159;Directed;3
4;176;Directed;1
4;269;Directed;1
4;271;Directed;5
4;277;Directed;1
4;279;Directed;1
4;284;Directed;1
4;285;Directed;1
4;287;Directed;10
4;292;Directed;1
4;294;Directed;4
4;297;Directed;1
4;306;Directed;22
4;311;Directed;21
4;315;Directed;1
4;318;Directed;12
4;325;Directed;1
4;329;Directed;1
4;332;Directed;1
4;337;Directed;22
4;338;Directed;16
4;345;Directed;30
4;353;Directed;4
4;357;Directed;1
4;358;Directed;1
4;360;Directed;1
4;361;Directed;1
4;363;Directed;13
4;375;Directed;33
4;377;Directed;63
4;396;Directed;24
4;401;Directed;50
4;403;Directed;1
4;408;Directed;1
4;410;Directed;5
4;424;Directed;3
4;425;Directed;1
4;427;Directed;7
4;433;Directed;29
4;435;Directed;2
4;436;Directed;46
4;437;Directed;25
4;439;Directed;52
4;446;Directed;2
4;448;Directed;1
4;459;Directed;2
4;460;Directed;13
4;462;Directed;1
4;463;Directed;64
4;465;Directed;1
4;472;Directed;34
4;475;Directed;1
4;487;Directed;1
4;495;Directed;1
4;501;Directed;1
4;505;Directed;1
4;506;Directed;1
4;507;Directed;1
4;511;Directed;1
4;516;Directed;1
4;517;Directed;1
4;529;Directed;1
4;534;Directed;14
4;539;Directed;1
4;540;Directed;3
4;541;Directed;1
4;543;Directed;1
4;548;Directed;15
4;554;Directed;1
4;557;Directed;45
4;558;Directed;1
4;563;Directed;1
4;574;Directed;25
4;575;Directed;8
4;585;Directed;2
4;590;Directed;1
4;596;Directed;3
4;599;Directed;1
4;609;Directed;1
4;611;Directed;34
4;615;Directed;1
4;617;Directed;1
4;622;Directed;1
4;631;Directed;1
4;638;Directed;1
4;639;Directed;1
4;642;Directed;1
4;676;Directed;8
4;682;Directed;1
4;689;Directed;1
4;697;Directed;1
4;702;Directed;1
4;704;Directed;1
4;705;Directed;1
4;727;Directed;1
4;731;Directed;1
4;742;Directed;1
4;745;Directed;1
4;751;Directed;1
4;757;Directed;1
4;763;Directed;1
4;768;Directed;1
4;784;Directed;1
4;793;Directed;1
4;796;Directed;1
4;798;Directed;1
4;799;Directed;1
4;800;Directed;1
4;802;Directed;2
4;813;Directed;35
4;827;Directed;1
4;836;Directed;1
4;841;Directed;1
4;846;Directed;2
4;849;Directed;1
4;851;Directed;20
4;860;Directed;41
4;861;Directed;3
4;873;Directed;14
4;881;Directed;1
4;882;Directed;12
4;891;Directed;15
4;896;Directed;1
4;900;Directed;1
4;920;Directed;39
4;921;Directed;1
4;926;Directed;17
4;928;Directed;1
4;934;Directed;1
4;936;Directed;1
4;939;Directed;1
4;941;Directed;2
4;942;Directed;1
4;953;Directed;1
4;957;Directed;1
4;958;Directed;1
4;959;Directed;1
4;963;Directed;1
4;966;Directed;1
4;968;Directed;1
4;969;Directed;1
4;972;Directed;1
4;977;Directed;1
4;987;Directed;1
4;992;Directed;1
4;993;Directed;1
4;994;Directed;2
4;996;Directed;4
4;998;Directed;5
4;1003;Directed;29
4;1005;Directed;1
4;1006;Directed;1
4;1009;Directed;1
4;1012;Directed;1
4;1027;Directed;9
4;1028;Directed;1
4;1030;Directed;1
4;1033;Directed;1
4;1038;Directed;1
4;1046;Directed;9
4;1058;Directed;40
4;1065;Directed;1
4;1067;Directed;1
4;1070;Directed;7
4;1074;Directed;35
4;1075;Directed;1
4;1081;Directed;43
4;1082;Directed;1
4;1083;Directed;14
4;1087;Directed;2
4;1088;Directed;1
4;1092;Directed;17
4;1107;Directed;1
4;1109;Directed;14
5;6;Directed;30
5;7;Directed;58
5;8;Directed;19
5;9;Directed;47
5;10;Directed;39
5;11;Directed;25
5;12;Directed;19
5;13;Directed;25
5;14;Directed;46
5;15;Directed;26
5;16;Directed;37
5;17;Directed;40
5;18;Directed;18
5;19;Directed;34
5;20;Directed;41
5;21;Directed;38
5;22;Directed;27
5;23;Directed;25
5;24;Directed;40
5;25;Directed;57
5;26;Directed;53
5;27;Directed;5
5;28;Directed;3
5;29;Directed;35
5;30;Directed;16
5;31;Directed;29
5;32;Directed;24
5;33;Directed;24
5;34;Directed;26
5;35;Directed;20
5;36;Directed;12
5;37;Directed;42
5;38;Directed;12
5;39;Directed;40
5;40;Directed;19
5;41;Directed;10
5;42;Directed;20
5;43;Directed;21
5;44;Directed;21
5;45;Directed;33
5;46;Directed;26
5;47;Directed;19
5;48;Directed;20
5;49;Directed;30
5;50;Directed;25
5;51;Directed;34
5;52;Directed;34
5;53;Directed;32
5;54;Directed;51
5;55;Directed;49
5;56;Directed;55
5;57;Directed;15
5;58;Directed;24
5;59;Directed;60
5;60;Directed;41
5;61;Directed;6
5;62;Directed;7
5;70;Directed;56
5;73;Directed;1
5;76;Directed;1
5;85;Directed;2
5;88;Directed;28
5;90;Directed;3
5;94;Directed;1
5;95;Directed;22
5;102;Directed;1
5;108;Directed;1
5;113;Directed;2
5;114;Directed;5
5;115;Directed;16
5;119;Directed;1
5;120;Directed;16
5;121;Directed;10
5;126;Directed;1
5;136;Directed;1
5;144;Directed;15
5;147;Directed;1
5;148;Directed;1
5;149;Directed;1
5;150;Directed;9
5;151;Directed;19
5;153;Directed;15
5;157;Directed;8
5;159;Directed;3
5;166;Directed;1
5;179;Directed;1
5;182;Directed;1
5;196;Directed;1
5;198;Directed;1
5;199;Directed;1
5;203;Directed;1
5;210;Directed;1
5;236;Directed;1
5;244;Directed;1
5;252;Directed;1
5;257;Directed;1
5;258;Directed;1
5;272;Directed;1
5;284;Directed;1
5;287;Directed;3
5;294;Directed;16
5;303;Directed;1
5;306;Directed;15
5;311;Directed;23
5;318;Directed;14
5;323;Directed;6
5;337;Directed;14
5;338;Directed;6
5;344;Directed;1
5;345;Directed;26
5;347;Directed;1
